unique_reference_number,authority_code,establishment_type_code,pupil_number,pupil_boys,pupil_girls,gender_type,gender_category,religious_type,religious_classification,percent_pupil_boys,percent_pupil_girls,percent_ehc_plan,percent_sen_support,percent_english_language,percent_not_english_language,percent_free_school_meals,rating
100612,208,2,183,92,91,3,Mixed,1,Church of England,50,49,3,14,81,18,31,Good
100613,208,2,175,83,92,3,Mixed,1,Church of England,47,52,3,18,69,30,45,Good
100614,208,2,141,61,80,3,Mixed,1,Church of England,43,56,2,14,52,47,50,Good
100615,208,2,192,91,101,3,Mixed,1,Church of England,47,52,2,16,56,43,53,Good
100616,208,2,176,74,102,3,Mixed,1,Church of England,42,58,2,14,83,16,26,Good
100619,208,2,210,106,104,3,Mixed,1,Church of England,50,49,3,12,29,71,54,Good
100620,208,2,189,103,86,3,Mixed,1,Church of England,54,45,3,23,66,33,24,Good
100621,208,2,197,103,94,3,Mixed,1,Church of England,52,47,2,20,23,76,62,Good
100622,208,2,242,102,140,3,Mixed,1,Church of England,42,57,5,5,49,50,49,Requires improvement
100623,208,2,268,131,137,3,Mixed,4,Roman Catholic,48,51,4,21,28,71,48,Good
100624,208,1,1065,521,544,3,Mixed,2,Not applicable,48,51,3,19,65,34,31,Good
100625,208,1,845,434,411,3,Mixed,2,Not applicable,51,48,5,8,54,45,61,Outstanding
100627,208,2,606,324,282,3,Mixed,1,Church of England,53,46,4,20,48,51,49,Good
100628,208,2,187,84,103,3,Mixed,4,Roman Catholic,44,55,3,15,27,72,58,Good
100629,208,2,266,135,131,3,Mixed,4,Roman Catholic,50,49,3,16,24,75,39,Requires improvement
100631,208,2,103,50,53,3,Mixed,4,Roman Catholic,48,51,1,4,54,45,41,Good
100632,208,2,397,201,196,3,Mixed,4,Roman Catholic,50,49,2,5,26,73,14,Outstanding
100633,208,2,419,221,198,3,Mixed,1,Church of England,52,47,2,10,50,49,17,Outstanding
100634,208,5,226,114,112,3,Mixed,2,Not applicable,50,49,3,15,57,42,52,Outstanding
100636,208,2,313,149,164,3,Mixed,4,Roman Catholic,47,52,2,13,42,57,30,Outstanding
100637,208,2,1122,53,1069,2,Girls,4,Roman Catholic,4,95,1,5,46,53,40,Outstanding
100638,208,2,1205,645,560,3,Mixed,4,Roman Catholic,53,46,3,11,60,39,21,Outstanding
100643,208,12,143,116,27,3,Mixed,2,Not applicable,81,18,100,0,56,42,85,Outstanding
100654,208,7,155,119,36,3,Mixed,2,Not applicable,76,23,100,0,71,29,81,Good
100659,208,7,153,116,37,3,Mixed,2,Not applicable,75,24,100,0,90,9,71,Outstanding
100667,209,15,80,40,40,3,Mixed,2,Not applicable,50,50,2,35,52,47,0,Outstanding
100668,209,15,133,61,72,3,Mixed,2,Not applicable,45,54,1,16,65,34,0,Outstanding
100671,209,1,419,212,207,3,Mixed,2,Not applicable,50,49,3,11,72,27,31,Good
100672,209,1,402,201,201,3,Mixed,2,Not applicable,50,50,9,14,64,35,41,Good
100673,209,1,229,119,110,3,Mixed,2,Not applicable,52,48,1,13,49,50,24,Good
100674,209,1,389,188,201,3,Mixed,2,Not applicable,48,51,3,18,74,25,18,Good
100676,209,1,652,325,327,3,Mixed,2,Not applicable,49,50,4,9,69,30,20,Good
100677,209,1,374,187,187,3,Mixed,2,Not applicable,50,50,1,14,70,29,20,Good
100678,209,1,330,168,162,3,Mixed,2,Not applicable,50,49,2,13,53,46,48,Good
100679,209,1,465,227,238,3,Mixed,2,Not applicable,48,51,3,9,57,42,28,Outstanding
100680,209,1,402,200,202,3,Mixed,2,Not applicable,49,50,0,15,68,31,12,Good
100681,209,1,391,191,200,3,Mixed,2,Not applicable,48,51,3,25,57,42,45,Good
100683,209,1,379,200,179,3,Mixed,2,Not applicable,52,47,2,26,73,26,43,Good
100684,209,1,634,302,332,3,Mixed,2,Not applicable,47,52,0,9,68,31,14,Outstanding
100685,209,1,212,83,129,3,Mixed,2,Not applicable,39,60,5,18,55,43,33,Good
100686,209,1,382,180,202,3,Mixed,2,Not applicable,47,52,2,13,70,29,35,Good
100687,209,1,636,332,304,3,Mixed,2,Not applicable,52,47,2,11,45,53,23,Good
100688,209,1,469,232,237,3,Mixed,2,Not applicable,49,50,1,19,50,49,30,Good
100689,209,1,405,189,216,3,Mixed,2,Not applicable,46,53,2,13,65,33,21,Outstanding
100690,209,1,594,306,288,3,Mixed,2,Not applicable,51,48,9,16,58,40,37,Good
100691,209,1,393,192,201,3,Mixed,2,Not applicable,48,51,3,15,38,61,43,Good
100692,209,1,334,172,162,3,Mixed,2,Not applicable,51,48,3,24,58,41,48,Good
100693,209,1,449,234,215,3,Mixed,2,Not applicable,52,47,1,15,67,32,16,Outstanding
100695,209,1,253,125,128,3,Mixed,2,Not applicable,49,50,2,15,50,49,51,Good
100696,209,1,388,197,191,3,Mixed,2,Not applicable,50,49,2,8,52,47,40,Good
100699,209,1,353,173,180,3,Mixed,2,Not applicable,49,51,3,20,66,33,41,Good
100700,209,1,492,245,247,3,Mixed,2,Not applicable,49,50,4,13,63,36,25,Outstanding
100701,209,1,576,279,297,3,Mixed,2,Not applicable,48,51,2,17,51,48,33,Good
100703,209,1,644,308,336,3,Mixed,2,Not applicable,47,52,1,19,65,34,17,Good
100704,209,1,285,142,143,3,Mixed,2,Not applicable,49,50,2,16,66,33,10,Good
100705,209,1,294,142,152,3,Mixed,2,Not applicable,48,51,0,16,77,22,2,Good
100708,209,1,640,333,307,3,Mixed,2,Not applicable,52,48,4,15,50,49,28,Good
100709,209,1,609,326,283,3,Mixed,2,Not applicable,53,46,1,21,68,31,14,Outstanding
100710,209,1,417,207,210,3,Mixed,2,Not applicable,49,50,1,12,87,12,18,Good
100711,209,1,405,211,194,3,Mixed,2,Not applicable,52,47,1,10,64,35,16,Good
100712,209,1,226,110,116,3,Mixed,2,Not applicable,48,51,2,12,44,55,44,Good
100713,209,1,425,209,216,3,Mixed,2,Not applicable,49,50,2,9,68,31,22,Good
100714,209,1,193,104,89,3,Mixed,2,Not applicable,53,46,3,20,72,26,15,Good
100715,209,1,211,98,113,3,Mixed,2,Not applicable,46,53,3,11,67,32,40,Good
100716,209,1,349,180,169,3,Mixed,2,Not applicable,51,48,1,16,69,30,20,Good
100717,209,1,227,125,102,3,Mixed,2,Not applicable,55,44,3,6,56,42,16,Good
100718,209,1,657,353,304,3,Mixed,2,Not applicable,53,46,1,11,73,26,14,Outstanding
100719,209,2,232,120,112,3,Mixed,1,Church of England,51,48,2,14,76,23,11,Good
100722,209,2,235,113,122,3,Mixed,4,Roman Catholic,48,51,3,15,47,52,25,Good
100723,209,2,183,98,85,3,Mixed,1,Church of England,53,46,4,21,69,30,49,Good
100724,209,2,207,103,104,3,Mixed,1,Church of England,49,50,0,3,66,33,21,Outstanding
100725,209,2,210,107,103,3,Mixed,4,Roman Catholic,51,49,5,13,50,49,23,Good
100726,209,2,370,188,182,3,Mixed,1,Church of England,50,49,2,12,81,18,12,Good
100727,209,2,187,90,97,3,Mixed,1,Church of England,48,51,4,19,57,42,43,Good
100728,209,2,198,94,104,3,Mixed,1,Church of England,47,52,2,11,64,35,24,Good
100729,209,2,172,82,90,3,Mixed,4,Roman Catholic,47,52,4,12,56,43,37,Good
100730,209,2,235,130,105,3,Mixed,1,Church of England,55,44,2,25,24,75,44,Good
100731,209,2,204,107,97,3,Mixed,1,Church of England,52,47,2,16,92,7,33,Good
100733,209,2,217,108,109,3,Mixed,4,Roman Catholic,49,50,2,23,54,45,31,Good
100734,209,2,217,120,97,3,Mixed,1,Church of England,55,44,3,12,64,35,41,Good
100737,209,2,209,108,101,3,Mixed,4,Roman Catholic,51,48,4,17,51,48,16,Good
100739,209,2,241,119,122,3,Mixed,4,Roman Catholic,49,50,4,15,38,61,22,Outstanding
100740,209,1,903,484,419,3,Mixed,2,Not applicable,53,46,5,18,62,37,46,Good
100741,209,1,1441,8,1433,2,Girls,2,Not applicable,0,99,1,11,77,21,26,Good
100745,209,1,1094,1084,10,1,Boys,2,Not applicable,99,0,2,21,73,25,26,Good
100748,209,2,595,342,253,3,Mixed,2,Not applicable,57,42,9,20,40,60,45,Good
100749,209,2,1003,552,451,3,Mixed,1,Church of England,55,45,3,10,75,24,31,Good
100760,209,12,168,135,33,3,Mixed,2,Not applicable,80,19,98,1,82,17,55,Good
100763,209,7,98,83,15,3,Mixed,2,Not applicable,84,15,98,2,99,1,81,Good
100765,209,7,199,133,66,3,Mixed,2,Not applicable,66,33,97,2,68,31,52,Outstanding
100766,209,12,159,116,43,3,Mixed,2,Not applicable,73,27,95,4,58,41,40,Outstanding
100767,210,15,207,104,103,3,Mixed,2,Not applicable,50,49,1,34,55,44,0,Outstanding
100769,210,15,88,52,36,3,Mixed,2,Not applicable,59,40,0,28,70,29,0,Good
100770,210,15,95,52,43,3,Mixed,2,Not applicable,54,45,0,37,52,47,0,Good
100771,210,15,81,49,32,3,Mixed,2,Not applicable,60,39,14,22,42,58,57,Good
100774,210,1,443,235,208,3,Mixed,2,Not applicable,53,47,2,15,58,42,43,Outstanding
100775,210,1,218,99,119,3,Mixed,2,Not applicable,45,54,1,12,48,51,47,Good
100780,210,1,381,180,201,3,Mixed,2,Not applicable,47,52,3,16,67,32,59,Good
100783,210,1,180,96,84,3,Mixed,2,Not applicable,53,46,2,11,48,50,43,Good
100784,210,1,205,115,90,3,Mixed,2,Not applicable,56,43,2,23,53,46,31,Outstanding
100785,210,1,410,213,197,3,Mixed,2,Not applicable,52,48,2,19,60,39,46,Good
100790,210,1,521,239,282,3,Mixed,2,Not applicable,45,54,1,12,70,29,23,Requires improvement
100791,210,1,323,172,151,3,Mixed,2,Not applicable,53,46,3,21,36,63,53,Requires improvement
100793,210,1,426,215,211,3,Mixed,2,Not applicable,50,49,1,11,71,28,17,Good
100794,210,1,157,79,78,3,Mixed,2,Not applicable,50,49,3,17,74,25,45,Good
100795,210,1,242,130,112,3,Mixed,2,Not applicable,53,46,2,13,66,33,39,Outstanding
100796,210,1,496,260,236,3,Mixed,2,Not applicable,52,47,2,14,88,11,16,Good
100798,210,1,480,253,227,3,Mixed,2,Not applicable,52,47,8,14,59,40,49,Outstanding
100800,210,1,358,187,171,3,Mixed,2,Not applicable,52,47,3,11,63,36,52,Good
100801,210,1,394,179,215,3,Mixed,2,Not applicable,45,54,3,12,82,17,26,Good
100803,210,1,435,209,226,3,Mixed,2,Not applicable,48,52,2,19,38,60,39,Good
100808,210,1,294,153,141,3,Mixed,2,Not applicable,52,48,1,12,47,52,41,Outstanding
100809,210,1,201,102,99,3,Mixed,2,Not applicable,50,49,7,31,38,61,51,Good
100811,210,1,188,91,97,3,Mixed,2,Not applicable,48,51,10,13,54,45,47,Good
100812,210,1,402,214,188,3,Mixed,2,Not applicable,53,46,5,19,71,28,49,Good
100813,210,1,181,88,93,3,Mixed,2,Not applicable,48,51,7,17,63,36,59,Good
100815,210,1,116,61,55,3,Mixed,2,Not applicable,52,47,0,24,16,83,50,Good
100816,210,5,184,85,99,3,Mixed,2,Not applicable,46,53,2,14,67,32,48,Good
100817,210,1,552,264,288,3,Mixed,2,Not applicable,47,52,1,12,58,41,38,Outstanding
100818,210,1,213,114,99,3,Mixed,2,Not applicable,53,46,0,17,37,62,53,Good
100819,210,1,401,200,201,3,Mixed,2,Not applicable,49,50,4,18,64,35,32,Good
100821,210,1,363,177,186,3,Mixed,2,Not applicable,48,51,2,13,43,56,42,Good
100822,210,2,203,88,115,3,Mixed,1,Church of England,43,56,4,7,76,23,35,Outstanding
100823,210,2,251,119,132,3,Mixed,1,Church of England,47,52,2,7,78,21,7,Outstanding
100824,210,2,337,162,175,3,Mixed,4,Roman Catholic,48,51,2,12,13,86,40,Good
100825,210,2,235,114,121,3,Mixed,4,Roman Catholic,48,51,3,16,57,42,43,Good
100826,210,2,323,166,157,3,Mixed,4,Roman Catholic,51,48,4,18,45,54,38,Good
100827,210,2,150,76,74,3,Mixed,1,Church of England,50,49,8,14,59,40,60,Good
100828,210,2,176,91,85,3,Mixed,4,Roman Catholic,51,48,1,19,45,54,32,Good
100829,210,2,418,199,219,3,Mixed,1,Church of England,47,52,4,15,59,40,66,Good
100830,210,2,358,179,179,3,Mixed,1,Church of England,50,50,6,14,82,17,21,Good
100833,210,2,226,109,117,3,Mixed,4,Roman Catholic,48,51,4,8,60,39,28,Outstanding
100834,210,2,195,98,97,3,Mixed,4,Roman Catholic,50,49,7,20,29,70,36,Good
100835,210,2,81,39,42,3,Mixed,1,Church of England,48,51,2,4,64,35,49,Good
100836,210,2,114,50,64,3,Mixed,1,Church of England,43,56,6,33,89,10,48,Good
100837,210,2,132,74,58,3,Mixed,1,Church of England,56,43,5,11,88,11,45,Good
100839,210,2,178,95,83,3,Mixed,1,Church of England,53,46,1,7,69,30,54,Good
100840,210,2,214,103,111,3,Mixed,1,Church of England,48,51,2,15,71,29,20,Outstanding
100841,210,2,218,116,102,3,Mixed,4,Roman Catholic,53,46,3,14,61,38,34,Good
100849,210,2,754,0,754,2,Girls,1,Church of England,0,100,1,15,65,34,46,Good
100852,210,2,432,219,213,3,Mixed,4,Roman Catholic,50,49,2,15,49,50,25,Good
100853,210,2,222,107,115,3,Mixed,4,Roman Catholic,48,51,3,14,32,67,39,Good
100854,210,2,113,54,59,3,Mixed,4,Roman Catholic,47,52,1,9,37,62,37,Good
100855,210,5,176,90,86,3,Mixed,2,Not applicable,51,48,3,14,50,50,49,Good
100857,210,2,1083,997,86,1,Boys,4,Roman Catholic,92,7,2,10,64,35,44,Outstanding
100872,210,7,152,96,56,3,Mixed,2,Not applicable,63,36,100,0,88,11,72,Good
100878,210,7,69,52,17,3,Mixed,2,Not applicable,75,24,100,0,78,21,63,Good
100879,210,7,38,29,9,3,Mixed,2,Not applicable,76,23,100,0,97,2,71,Good
100880,210,7,93,69,24,3,Mixed,2,Not applicable,74,25,100,0,76,23,59,Outstanding
100881,210,7,90,59,31,3,Mixed,2,Not applicable,65,34,100,0,82,17,50,Outstanding
100882,211,15,141,70,71,3,Mixed,2,Not applicable,49,50,7,21,14,85,0,Outstanding
100884,211,15,56,35,21,3,Mixed,2,Not applicable,62,37,0,8,50,49,0,Outstanding
100886,211,15,72,34,38,3,Mixed,2,Not applicable,47,52,0,20,29,70,0,Outstanding
100887,211,15,75,40,35,3,Mixed,2,Not applicable,53,46,2,13,33,66,0,Outstanding
100890,211,1,666,361,305,3,Mixed,2,Not applicable,54,45,5,9,48,51,36,Good
100891,211,1,797,410,387,3,Mixed,2,Not applicable,51,48,3,7,35,64,33,Good
100892,211,1,407,193,214,3,Mixed,2,Not applicable,47,52,4,11,12,87,27,Good
100894,211,1,511,277,234,3,Mixed,2,Not applicable,54,45,3,7,25,74,52,Good
119097,888,15,72,38,34,3,Mixed,2,Not applicable,52,47,1,5,98,1,0,Outstanding
100895,211,1,349,190,159,3,Mixed,2,Not applicable,54,45,4,12,1,98,37,Good
100896,211,1,338,194,144,3,Mixed,2,Not applicable,57,42,8,16,71,29,28,Good
100897,211,1,433,199,234,3,Mixed,2,Not applicable,46,54,3,16,43,56,25,Good
100898,211,1,695,361,334,3,Mixed,2,Not applicable,51,48,4,10,34,66,55,Good
100902,211,1,352,190,162,3,Mixed,2,Not applicable,54,46,11,4,31,69,40,Outstanding
100903,211,1,206,112,94,3,Mixed,2,Not applicable,54,45,9,18,6,93,27,Good
100904,211,1,317,155,162,3,Mixed,2,Not applicable,48,51,3,16,37,62,46,Good
100906,211,1,466,243,223,3,Mixed,2,Not applicable,52,47,1,17,3,96,40,Good
100907,211,1,216,101,115,3,Mixed,2,Not applicable,46,53,3,9,4,95,60,Good
100908,211,1,256,132,124,3,Mixed,2,Not applicable,51,48,5,11,12,87,44,Good
100911,211,1,514,268,246,3,Mixed,2,Not applicable,52,47,2,13,28,71,39,Good
100912,211,1,661,338,323,3,Mixed,2,Not applicable,51,48,5,10,18,81,46,Good
100913,211,1,393,203,190,3,Mixed,2,Not applicable,51,48,3,6,34,65,46,Outstanding
100914,211,1,236,109,127,3,Mixed,2,Not applicable,46,53,3,14,30,69,42,Outstanding
100915,211,1,342,180,162,3,Mixed,2,Not applicable,52,47,2,20,1,98,28,Good
100916,211,1,573,298,275,3,Mixed,2,Not applicable,52,48,3,16,59,40,42,Good
100917,211,1,802,435,367,3,Mixed,2,Not applicable,54,45,3,14,20,80,34,Good
100920,211,1,723,376,347,3,Mixed,2,Not applicable,52,48,5,17,25,74,52,Outstanding
100923,211,1,240,116,124,3,Mixed,2,Not applicable,48,51,3,23,35,65,35,Outstanding
100926,211,1,223,121,102,3,Mixed,2,Not applicable,54,45,5,18,42,57,26,Outstanding
100927,211,1,401,194,207,3,Mixed,2,Not applicable,48,51,3,8,46,53,51,Outstanding
100928,211,1,667,340,327,3,Mixed,2,Not applicable,51,49,2,10,31,68,53,Outstanding
100930,211,1,439,223,216,3,Mixed,2,Not applicable,50,49,6,15,2,97,38,Outstanding
100931,211,1,233,118,115,3,Mixed,2,Not applicable,50,49,5,12,38,61,52,Good
100934,211,1,435,199,236,3,Mixed,2,Not applicable,45,54,3,10,1,98,32,Good
100936,211,1,312,177,135,3,Mixed,2,Not applicable,56,43,4,12,18,81,35,Requires improvement
100937,211,1,400,213,187,3,Mixed,2,Not applicable,53,46,9,24,12,88,58,Good
100938,211,1,208,98,110,3,Mixed,2,Not applicable,47,52,4,12,5,94,28,Good
100939,211,1,485,226,259,3,Mixed,2,Not applicable,46,53,2,15,3,96,43,Outstanding
100940,211,1,235,115,120,3,Mixed,2,Not applicable,48,51,3,10,0,100,37,Good
100943,211,1,199,99,100,3,Mixed,2,Not applicable,49,50,5,18,26,73,54,Good
100944,211,2,190,90,100,3,Mixed,1,Church of England,47,52,6,7,28,71,29,Good
100946,211,2,161,85,76,3,Mixed,1,Church of England,52,47,4,28,64,35,32,Good
100949,211,2,202,100,102,3,Mixed,4,Roman Catholic,49,50,5,16,63,36,38,Outstanding
100950,211,2,234,114,120,3,Mixed,4,Roman Catholic,48,51,8,23,73,26,47,Good
100951,211,2,215,104,111,3,Mixed,4,Roman Catholic,48,51,2,20,47,52,18,Good
100953,211,2,151,84,67,3,Mixed,1,Church of England,55,44,4,36,51,49,59,Good
100954,211,2,419,207,212,3,Mixed,1,Church of England,49,50,3,11,52,47,32,Good
100958,211,2,208,107,101,3,Mixed,1,Church of England,51,48,5,28,31,68,50,Good
100959,211,2,229,117,112,3,Mixed,1,Church of England,51,48,3,23,11,88,36,Outstanding
100960,211,2,231,125,106,3,Mixed,1,Church of England,54,45,3,45,48,51,24,Outstanding
100961,211,2,236,118,118,3,Mixed,1,Church of England,50,50,5,24,70,29,37,Outstanding
100962,211,2,192,86,106,3,Mixed,4,Roman Catholic,44,55,3,13,39,60,26,Good
100965,211,1,1264,822,442,3,Mixed,2,Not applicable,65,35,3,10,26,73,52,Good
100966,211,1,1074,604,470,3,Mixed,2,Not applicable,56,43,6,13,21,78,62,Good
100967,211,1,1544,876,668,3,Mixed,2,Not applicable,56,43,6,13,36,63,51,Good
100972,211,1,940,521,419,3,Mixed,2,Not applicable,55,44,3,9,57,42,58,Good
100973,211,1,1291,830,461,3,Mixed,2,Not applicable,64,35,5,15,51,48,55,Outstanding
100974,211,3,1233,633,600,3,Mixed,2,Not applicable,51,48,7,22,34,65,64,Good
100975,211,2,1529,0,1529,2,Girls,2,Not applicable,0,100,1,8,48,50,50,Good
100977,211,2,1418,808,610,3,Mixed,1,Church of England,57,43,6,5,58,41,50,Outstanding
100978,211,2,829,93,736,3,Mixed,4,Roman Catholic,11,88,1,9,79,20,53,Good
100982,211,11,280,0,280,2,Girls,2,Not applicable,0,100,0,0,0,0,0,Good
100986,211,7,40,39,1,1,Boys,2,Not applicable,97,2,100,0,95,5,80,Good
100987,211,7,469,383,86,3,Mixed,2,Not applicable,81,18,99,0,38,62,59,Outstanding
100989,211,7,114,67,47,3,Mixed,2,Not applicable,58,41,99,0,58,41,75,Outstanding
100990,212,15,59,33,26,3,Mixed,2,Not applicable,55,44,1,28,67,32,0,Outstanding
100991,212,15,50,30,20,3,Mixed,2,Not applicable,60,40,4,30,58,42,0,Outstanding
100992,212,15,57,33,24,3,Mixed,2,Not applicable,57,42,3,7,68,31,0,Outstanding
100995,212,1,258,126,132,3,Mixed,2,Not applicable,48,51,4,23,66,33,31,Good
100996,212,1,366,180,186,3,Mixed,2,Not applicable,49,50,2,12,68,31,20,Good
100997,212,1,324,161,163,3,Mixed,2,Not applicable,49,50,1,10,72,27,20,Good
101001,212,1,354,169,185,3,Mixed,2,Not applicable,47,52,4,8,64,35,8,Good
101005,212,1,451,230,221,3,Mixed,2,Not applicable,51,49,2,10,83,16,11,Outstanding
101006,212,1,212,105,107,3,Mixed,2,Not applicable,49,50,3,14,33,67,71,Good
101007,212,1,339,179,160,3,Mixed,2,Not applicable,52,47,2,11,76,23,20,Requires improvement
101009,212,1,353,177,176,3,Mixed,2,Not applicable,50,49,2,15,69,30,17,Good
101011,212,5,324,167,157,3,Mixed,2,Not applicable,51,48,4,13,52,47,9,Good
101012,212,5,318,166,152,3,Mixed,2,Not applicable,52,47,0,6,56,43,2,Good
101013,212,1,340,170,170,3,Mixed,2,Not applicable,50,50,2,11,67,32,19,Good
101014,212,1,209,114,95,3,Mixed,2,Not applicable,54,45,1,21,67,32,53,Good
101016,212,1,653,324,329,3,Mixed,2,Not applicable,49,50,4,13,75,24,21,Good
101018,212,1,373,206,167,3,Mixed,2,Not applicable,55,44,11,26,62,37,27,Requires improvement
101019,212,1,356,168,188,3,Mixed,2,Not applicable,47,52,5,12,40,59,36,Good
101020,212,1,391,216,175,3,Mixed,2,Not applicable,55,44,2,19,72,27,40,Good
101021,212,1,266,138,128,3,Mixed,2,Not applicable,51,48,20,19,62,37,39,Good
101022,212,1,332,164,168,3,Mixed,2,Not applicable,49,50,5,15,63,37,32,Good
101024,212,1,177,76,101,3,Mixed,2,Not applicable,42,57,5,23,39,61,39,Good
101026,212,1,408,208,200,3,Mixed,2,Not applicable,51,49,1,6,74,25,8,Outstanding
101027,212,1,335,177,158,3,Mixed,2,Not applicable,52,47,8,14,46,54,46,Good
101028,212,1,393,216,177,3,Mixed,2,Not applicable,55,45,7,16,49,50,49,Good
101029,212,1,293,146,147,3,Mixed,2,Not applicable,49,50,5,17,40,59,60,Good
101031,212,1,236,113,123,3,Mixed,2,Not applicable,47,52,4,13,33,66,35,Outstanding
101032,212,5,388,198,190,3,Mixed,2,Not applicable,51,49,2,17,60,39,26,Good
101034,212,2,227,109,118,3,Mixed,1,Church of England,48,52,2,15,66,33,17,Good
101035,212,2,114,59,55,3,Mixed,1,Church of England,51,48,3,19,59,40,71,Good
101036,212,2,196,100,96,3,Mixed,4,Roman Catholic,51,49,1,8,55,44,6,Outstanding
101037,212,2,195,81,114,3,Mixed,4,Roman Catholic,41,58,1,6,51,48,2,Good
101038,212,2,168,79,89,3,Mixed,1,Church of England,47,53,1,16,42,57,40,Good
101041,212,2,163,69,94,3,Mixed,1,Church of England,42,57,1,18,46,54,38,Good
101042,212,2,321,158,163,3,Mixed,4,Roman Catholic,49,50,3,8,39,60,14,Good
101043,212,2,148,74,74,3,Mixed,1,Church of England,50,50,0,14,81,18,26,Good
101044,212,2,227,113,114,3,Mixed,1,Church of England,49,50,2,23,52,48,68,Good
101045,212,2,178,91,87,3,Mixed,4,Roman Catholic,51,48,2,24,44,55,39,Good
101046,212,2,221,102,119,3,Mixed,1,Church of England,46,53,1,13,78,21,12,Good
101047,212,2,151,73,78,3,Mixed,1,Church of England,48,51,3,10,55,44,60,Good
101048,212,2,184,84,100,3,Mixed,4,Roman Catholic,45,54,4,22,48,51,51,Good
101049,212,2,411,204,207,3,Mixed,1,Church of England,49,50,1,8,72,27,5,Good
101050,212,2,401,189,212,3,Mixed,4,Roman Catholic,47,52,5,13,61,38,36,Good
101051,212,2,224,112,112,3,Mixed,4,Roman Catholic,50,50,2,9,22,77,21,Outstanding
101052,212,2,205,112,93,3,Mixed,4,Roman Catholic,54,45,2,4,67,32,7,Outstanding
101057,212,5,725,363,362,3,Mixed,2,Not applicable,50,49,6,11,61,38,38,Outstanding
101065,212,11,121,96,25,3,Mixed,2,Not applicable,79,20,0,7,0,0,0,Good
101090,212,11,175,36,139,2,Girls,2,Not applicable,20,79,0,6,0,0,0,Good
101091,212,11,133,65,68,3,Mixed,2,Not applicable,48,51,0,5,0,0,0,Outstanding
101094,212,7,90,53,37,3,Mixed,2,Not applicable,58,41,96,3,50,50,69,Good
101095,212,7,60,52,8,3,Mixed,2,Not applicable,86,13,100,0,93,6,54,Outstanding
101099,212,7,62,32,30,3,Mixed,2,Not applicable,51,48,100,0,61,38,44,Outstanding
101102,212,7,212,165,47,3,Mixed,2,Not applicable,77,22,100,0,62,37,57,Outstanding
101103,212,7,199,149,50,3,Mixed,2,Not applicable,74,25,99,0,85,14,65,Good
101104,213,15,44,21,23,3,Mixed,2,Not applicable,47,52,2,29,77,22,0,Good
101105,213,15,79,45,34,3,Mixed,2,Not applicable,57,43,5,27,29,70,0,Good
101106,213,15,73,45,28,3,Mixed,2,Not applicable,61,38,0,20,43,56,0,Outstanding
101107,213,1,217,108,109,3,Mixed,2,Not applicable,49,50,4,10,38,61,28,Good
101110,213,1,295,153,142,3,Mixed,2,Not applicable,51,48,4,29,9,90,65,Good
101111,213,1,309,158,151,3,Mixed,2,Not applicable,51,48,5,9,26,73,50,Good
101115,213,1,264,140,124,3,Mixed,2,Not applicable,53,47,4,11,30,69,35,Good
101116,213,1,324,172,152,3,Mixed,2,Not applicable,53,46,6,7,17,83,48,Good
101117,213,1,164,84,80,3,Mixed,2,Not applicable,51,48,1,7,49,50,8,Good
101120,213,1,287,148,139,3,Mixed,2,Not applicable,51,48,6,17,23,76,47,Good
101121,213,2,203,95,108,3,Mixed,1,Church of England,46,53,7,8,52,47,39,Good
101122,213,2,144,76,68,3,Mixed,1,Church of England,52,47,2,22,50,50,36,Good
101123,213,2,221,103,118,3,Mixed,1,Church of England,46,53,0,6,38,62,8,Good
101124,213,2,156,74,82,3,Mixed,4,Roman Catholic,47,52,3,37,57,42,49,Good
101125,213,2,221,110,111,3,Mixed,1,Church of England,49,50,4,8,9,91,48,Requires improvement
101126,213,2,139,73,66,3,Mixed,1,Church of England,52,47,5,7,42,57,44,Good
101127,213,2,217,116,101,3,Mixed,1,Church of England,53,46,3,14,48,51,28,Outstanding
101128,213,2,204,108,96,3,Mixed,4,Roman Catholic,52,47,4,9,34,65,52,Good
101129,213,2,158,70,88,3,Mixed,1,Church of England,44,55,7,13,56,43,46,Good
101130,213,2,78,50,28,3,Mixed,1,Church of England,64,35,3,19,64,35,17,Good
